incident_id,country,state_name,year,month,bias_desc,offense_name
1,Europe,Belgium,2016,11,Anti-Semitic hate crime,Violent attacks against people
2,Europe,Belgium,2016,11,Anti-Semitic hate crime,Threats
3,Europe,Belgium,2016,03,Anti-Semitic hate crime,Violent attacks against people
4,Europe,Belgium,2016,03,Anti-Semitic hate crime,Violent attacks against people
5,Europe,Belgium,2016,11,Anti-Semitic hate crime,Threats
6,Europe,Belgium,2016,11,Anti-Semitic hate crime,Threats
7,Europe,Belgium,2016,01,Anti-Semitic hate crime,Violent attacks against people
7,Europe,Belgium,2016,01,Anti-LGBTI hate crime,Violent attacks against people
8,Europe,Belgium,2016,12,Anti-Semitic hate crime,Attacks against property
9,Europe,Belgium,2016,01,Anti-Semitic hate crime,Attacks against property
10,Europe,Belgium,2016,03,Anti-Semitic hate crime,Attacks against property
11,Europe,Belgium,2016,08,Anti-Semitic hate crime,Attacks against property
12,Europe,Belgium,2016,11,Anti-Semitic hate crime,Attacks against property
13,Europe,Belgium,2016,08,Racist and xenophobic hate crime,Attacks against property
14,Europe,Belgium,2016,09,Anti-Semitic hate crime,Attacks against property
15,Europe,Belgium,2016,10,Anti-Semitic hate crime,Threats
16,Europe,Belgium,2016,06,Anti-Semitic hate crime,Threats
17,Europe,Austria,2016,01,Anti-Muslim hate crime,Violent attacks against people
18,Europe,Austria,2016,06,Anti-Muslim hate crime,Attacks against property
19,Europe,Austria,2016,06,Anti-Muslim hate crime,Attacks against property
20,Europe,Austria,2016,02,Anti-Muslim hate crime,Violent attacks against people
21,Europe,Austria,2016,09,Anti-Muslim hate crime,Violent attacks against people
22,Europe,Austria,2016,09,Anti-Muslim hate crime,Violent attacks against people
23,Europe,Austria,2016,05,Anti-Muslim hate crime,Attacks against property
24,Europe,Austria,2016,09,Anti-Muslim hate crime,Attacks against property
25,Europe,Austria,2016,10,Anti-Muslim hate crime,Attacks against property
26,Europe,Austria,2016,09,Anti-Muslim hate crime,Violent attacks against people
27,Europe,Austria,2016,10,Anti-Muslim hate crime,Attacks against property
28,Europe,Austria,2016,07,Anti-Muslim hate crime,Attacks against property
29,Europe,Austria,2016,11,Anti-Muslim hate crime,Violent attacks against people
30,Europe,Austria,2016,05,Anti-Muslim hate crime,Attacks against property
31,Europe,Austria,2016,11,Anti-Muslim hate crime,Violent attacks against people
32,Europe,Austria,2016,01,Anti-Muslim hate crime,Violent attacks against people
33,Europe,Austria,2016,03,Anti-Muslim hate crime,Violent attacks against people
34,Europe,Austria,2016,10,Anti-Muslim hate crime,Violent attacks against people
35,Europe,Belarus,2016,05,Anti-Semitic hate crime,Attacks against property
36,Europe,Bulgaria,2016,06,Anti-Muslim hate crime,Attacks against property
37,Europe,Belarus,2016,07,Anti-Semitic hate crime,Attacks against property
38,Europe,Belarus,2016,11,Anti-Semitic hate crime,Attacks against property
39,Europe,Belarus,2016,11,Anti-Semitic hate crime,Attacks against property
40,Europe,Bulgaria,2016,08,Anti-Muslim hate crime,Attacks against property
41,Europe,Denmark,2016,03,Anti-Semitic hate crime,Threats
42,Europe,Denmark,2016,03,Anti-Semitic hate crime,Attacks against property
43,Europe,Denmark,2016,09,Anti-Semitic hate crime,Threats
44,Europe,France,2016,09,Anti-Muslim hate crime,Threats
45,Europe,Bulgaria,2016,09,Anti-Muslim hate crime,Attacks against property
46,Europe,France,2016,03,Anti-Muslim hate crime,Violent attacks against people
47,Europe,Bulgaria,2016,10,Anti-Muslim hate crime,Attacks against property
48,Europe,France,2016,01,Anti-Muslim hate crime,Attacks against property
49,Europe,Bulgaria,2016,11,Anti-Muslim hate crime,Attacks against property
50,Europe,France,2016,01,Anti-Muslim hate crime,Threats
51,Europe,Bulgaria,2016,11,Anti-Muslim hate crime,Attacks against property
52,Europe,France,2016,01,Anti-Muslim hate crime,Attacks against property
53,Europe,France,2016,01,Anti-Muslim hate crime,Attacks against property
54,Europe,Bulgaria,2016,12,Anti-Muslim hate crime,Attacks against property
55,Europe,France,2016,02,Anti-Muslim hate crime,Attacks against property
56,Europe,France,2016,02,Anti-Muslim hate crime,Attacks against property
57,Europe,France,2016,05,Anti-Muslim hate crime,Attacks against property
58,Europe,France,2016,05,Racist and xenophobic hate crime,Attacks against property
59,Europe,France,2016,05,Anti-Muslim hate crime,Attacks against property
60,Europe,France,2016,06,Anti-Muslim hate crime,Attacks against property
61,Europe,France,2016,07,Anti-Muslim hate crime,Attacks against property
62,Europe,France,2016,07,Anti-Muslim hate crime,Attacks against property
63,Europe,France,2016,07,Anti-Muslim hate crime,Attacks against property
64,Europe,France,2016,07,Anti-Muslim hate crime,Attacks against property
65,Europe,France,2016,07,Anti-Muslim hate crime,Attacks against property
66,Europe,Greece,2016,09,Anti-Semitic hate crime,Attacks against property
67,Europe,Greece,2016,,Anti-Semitic hate crime,Attacks against property
68,Europe,Greece,2016,11,Anti-Semitic hate crime,Attacks against property
69,Europe,Greece,2016,,Anti-Semitic hate crime,Attacks against property
70,Europe,Greece,2016,,Anti-Semitic hate crime,Attacks against property
71,Europe,Greece,2016,,Racist and xenophobic hate crime,Violent attacks against people
72,Europe,Greece,2016,,Racist and xenophobic hate crime,Violent attacks against people
73,Europe,Greece,2016,,Racist and xenophobic hate crime,Violent attacks against people
74,Europe,Greece,2016,11,Racist and xenophobic hate crime,Violent attacks against people
75,Europe,Greece,2016,,Racist and xenophobic hate crime,Threats
76,Europe,Greece,2016,,Racist and xenophobic hate crime,Violent attacks against people
77,Europe,Greece,2016,,Racist and xenophobic hate crime,Violent attacks against people
78,Europe,Greece,2016,,Racist and xenophobic hate crime,Attacks against property
79,Europe,Greece,2016,,Racist and xenophobic hate crime,Attacks against property
79,Europe,Greece,2016,,Anti-Muslim hate crime,Attacks against property
80,Europe,Greece,2016,,Racist and xenophobic hate crime,Attacks against property
80,Europe,Greece,2016,,Anti-Muslim hate crime,Attacks against property
81,Europe,Greece,2016,,Anti-LGBTI hate crime,Violent attacks against people
82,Europe,Greece,2016,01,Anti-LGBTI hate crime,Violent attacks against people
83,Europe,Greece,2016,,Anti-LGBTI hate crime,Violent attacks against people
84,Europe,Greece,2016,01,Anti-LGBTI hate crime,Violent attacks against people
85,Europe,Greece,2016,,Anti-LGBTI hate crime,Violent attacks against people
86,Europe,France,2016,10,Anti-Muslim hate crime,Attacks against property
87,Europe,France,2016,12,Anti-Muslim hate crime,Attacks against property
88,Europe,France,2016,10,Anti-Muslim hate crime,Attacks against property
89,Europe,France,2016,11,Anti-Muslim hate crime,Attacks against property
90,Europe,France,2016,02,Anti-Muslim hate crime,Attacks against property
91,Europe,France,2016,08,Anti-Muslim hate crime,Attacks against property
92,Europe,France,2016,11,Anti-Muslim hate crime,Attacks against property
93,Europe,France,2016,09,Anti-Muslim hate crime,Threats
94,Europe,France,2016,07,Anti-Muslim hate crime,Attacks against property
95,Europe,France,2016,02,Anti-Muslim hate crime,Threats
96,Europe,France,2016,07,Anti-Muslim hate crime,Threats
97,Europe,France,2016,12,Anti-Muslim hate crime,Violent attacks against people
98,Europe,France,2016,12,Anti-Muslim hate crime,Violent attacks against people
99,Europe,France,2016,12,Anti-Muslim hate crime,Violent attacks against people
100,Europe,France,2016,12,Anti-Muslim hate crime,Violent attacks against people
101,Europe,France,2016,12,Anti-Muslim hate crime,Violent attacks against people
102,Europe,France,2016,01,Anti-Muslim hate crime,Attacks against property
103,Europe,France,2016,07,Anti-Muslim hate crime,Violent attacks against people
104,Europe,France,2016,06,Anti-Muslim hate crime,Violent attacks against people
105,Europe,France,2016,02,Anti-Muslim hate crime,Attacks against property
106,Europe,France,2016,10,Anti-Muslim hate crime,Violent attacks against people
107,Europe,France,2016,02,Anti-Muslim hate crime,Threats
108,Europe,France,2016,03,Anti-Muslim hate crime,Violent attacks against people
109,Europe,France,2016,05,Anti-Muslim hate crime,Violent attacks against people
110,Europe,France,2016,08,Anti-Muslim hate crime,Violent attacks against people
111,Europe,France,2016,02,Anti-Muslim hate crime,Threats
112,Europe,France,2016,08,Anti-Muslim hate crime,Violent attacks against people
113,Europe,France,2016,04,Anti-Muslim hate crime,Attacks against property
114,Europe,United Kingdom,2016,04,Anti-LGBTI hate crime,Violent attacks against people
115,Europe,United Kingdom,2016,05,Anti-LGBTI hate crime,Violent attacks against people
116,Europe,United Kingdom,2016,07,Anti-LGBTI hate crime,Violent attacks against people
117,Europe,United Kingdom,2016,06,Anti-LGBTI hate crime,Violent attacks against people
118,Europe,United Kingdom,2016,08,Anti-LGBTI hate crime,Violent attacks against people
119,Europe,Hungary,2016,02,Anti-Semitic hate crime,Attacks against property
120,Europe,Hungary,2016,02,Racist and xenophobic hate crime,Attacks against property
121,Europe,Hungary,2016,03,Anti-Semitic hate crime,Attacks against property
122,Europe,Hungary,2016,04,Racist and xenophobic hate crime,Attacks against property
123,Europe,Hungary,2016,04,Anti-Semitic hate crime,Attacks against property
124,Europe,Hungary,2016,04,Anti-Semitic hate crime,Attacks against property
125,Europe,Hungary,2016,04,Anti-Christian hate crime,Attacks against property
126,Europe,Hungary,2016,04,Racist and xenophobic hate crime,Attacks against property
127,Europe,Hungary,2016,06,Anti-Semitic hate crime,Attacks against property
128,Europe,Hungary,2016,08,Racist and xenophobic hate crime,Attacks against property
129,Europe,Hungary,2016,09,Anti-Semitic hate crime,Attacks against property
130,Europe,Hungary,2016,09,Anti-Semitic hate crime,Attacks against property
131,Europe,United Kingdom,2016,09,Anti-LGBTI hate crime,Violent attacks against people
132,Europe,United Kingdom,2016,02,Anti-LGBTI hate crime,Violent attacks against people
133,Europe,United Kingdom,2016,11,Anti-LGBTI hate crime,Violent attacks against people
134,Europe,United Kingdom,2016,05,Anti-LGBTI hate crime,Violent attacks against people
135,Europe,United Kingdom,2016,01,Anti-LGBTI hate crime,Violent attacks against people
136,Europe,United Kingdom,2016,12,Anti-Semitic hate crime,Violent attacks against people
136,Europe,United Kingdom,2016,12,Anti-LGBTI hate crime,Violent attacks against people
137,Europe,United Kingdom,2016,05,Anti-LGBTI hate crime,Violent attacks against people
138,Europe,United Kingdom,2016,05,Anti-LGBTI hate crime,Violent attacks against people
139,Europe,United Kingdom,2016,10,Anti-LGBTI hate crime,Violent attacks against people
140,Europe,United Kingdom,2016,07,Anti-LGBTI hate crime,Violent attacks against people
141,Europe,United Kingdom,2016,12,Anti-LGBTI hate crime,Violent attacks against people
142,Europe,Armenia,2016,02,Anti-LGBTI hate crime,Threats
143,Europe,Armenia,2016,02,Anti-LGBTI hate crime,Violent attacks against people
144,Europe,Armenia,2016,04,Anti-LGBTI hate crime,Violent attacks against people
145,Europe,Italy,2016,05,Racist and xenophobic hate crime,Violent attacks against people
146,Europe,Italy,2016,07,Racist and xenophobic hate crime,Violent attacks against people
147,Europe,Armenia,2016,05,Anti-LGBTI hate crime,Threats
148,Europe,Italy,2016,01,Racist and xenophobic hate crime,Violent attacks against people
149,Europe,Italy,2016,03,Racist and xenophobic hate crime,Violent attacks against people
150,Europe,Armenia,2016,09,Anti-LGBTI hate crime,Threats
151,Europe,Italy,2016,04,Racist and xenophobic hate crime,Violent attacks against people
152,Europe,Italy,2016,04,Racist and xenophobic hate crime,Violent attacks against people
153,Europe,Italy,2016,05,Racist and xenophobic hate crime,Violent attacks against people
154,Europe,Italy,2016,05,Racist and xenophobic hate crime,Violent attacks against people
154,Europe,Italy,2016,05,Anti-LGBTI hate crime,Violent attacks against people
155,Europe,Italy,2016,07,Racist and xenophobic hate crime,Violent attacks against people
156,Europe,Italy,2016,07,Racist and xenophobic hate crime,Violent attacks against people
157,Europe,Italy,2016,07,Racist and xenophobic hate crime,Violent attacks against people
158,Europe,Italy,2016,09,Racist and xenophobic hate crime,Violent attacks against people
159,Europe,Italy,2016,10,Racist and xenophobic hate crime,Violent attacks against people
159,Europe,Italy,2016,10,Anti-Roma hate crime,Violent attacks against people
160,Europe,Italy,2016,11,Anti-Roma hate crime,Violent attacks against people
161,Europe,Italy,2016,12,Racist and xenophobic hate crime,Violent attacks against people
162,Europe,Italy,2016,12,Racist and xenophobic hate crime,Violent attacks against people
163,Europe,Italy,2016,07,Anti-Muslim hate crime,Violent attacks against people
164,Europe,Italy,2016,10,Racist and xenophobic hate crime,Violent attacks against people
165,Europe,Italy,2016,11,Racist and xenophobic hate crime,Violent attacks against people
166,Europe,Italy,2016,10,Racist and xenophobic hate crime,Violent attacks against people
167,Europe,Greece,2016,01,Racist and xenophobic hate crime,Violent attacks against people
168,Europe,Denmark,2016,09,Anti-Semitic hate crime,Threats
169,Europe,Italy,2016,01,Racist and xenophobic hate crime,Violent attacks against people
170,Europe,Italy,2016,02,Racist and xenophobic hate crime,Violent attacks against people
171,Europe,Italy,2016,04,Racist and xenophobic hate crime,Violent attacks against people
172,Europe,Italy,2016,05,Anti-Semitic hate crime,Violent attacks against people
173,Europe,Italy,2016,07,Racist and xenophobic hate crime,Threats
174,Europe,Italy,2016,02,Racist and xenophobic hate crime,Threats
175,Europe,Italy,2016,05,Racist and xenophobic hate crime,Attacks against property
176,Europe,Italy,2016,07,Anti-Roma hate crime,Attacks against property
177,Europe,Italy,2016,07,Racist and xenophobic hate crime,Attacks against property
178,Europe,Italy,2016,10,Racist and xenophobic hate crime,Attacks against property
179,Europe,Italy,2016,11,Racist and xenophobic hate crime,Attacks against property
180,Europe,Italy,2016,12,Racist and xenophobic hate crime,Attacks against property
181,Europe,Italy,2016,12,Racist and xenophobic hate crime,Attacks against property
182,Europe,Italy,2016,01,Racist and xenophobic hate crime,Attacks against property
182,Europe,Italy,2016,01,Anti-Muslim hate crime,Attacks against property
183,Europe,Italy,2016,02,Anti-Semitic hate crime,Attacks against property
184,Europe,Italy,2016,04,Racist and xenophobic hate crime,Attacks against property
185,Europe,Italy,2016,07,Anti-Muslim hate crime,Attacks against property
186,Europe,Italy,2016,08,Racist and xenophobic hate crime,Attacks against property
186,Europe,Italy,2016,08,Anti-Semitic hate crime,Attacks against property
187,Europe,Italy,2016,11,Racist and xenophobic hate crime,Attacks against property
187,Europe,Italy,2016,11,Anti-Semitic hate crime,Attacks against property
188,Europe,Italy,2016,12,Anti-Semitic hate crime,Attacks against property
189,Europe,Italy,2016,02,Anti-Muslim hate crime,Attacks against property
190,Europe,Turkey,2016,07,Anti-LGBTI hate crime,Violent attacks against people
191,Europe,Turkey,2016,08,Anti-LGBTI hate crime,Violent attacks against people
192,Europe,Turkey,2016,09,Anti-LGBTI hate crime,Threats
193,Europe,Turkey,2016,08,Anti-LGBTI hate crime,Violent attacks against people
194,Europe,United Kingdom,2016,03,Anti-Muslim hate crime,Violent attacks against people
195,Europe,Spain,2016,04,Racist and xenophobic hate crime,Violent attacks against people
196,Europe,Spain,2016,01,Racist and xenophobic hate crime,Violent attacks against people
197,Europe,Spain,2016,01,Racist and xenophobic hate crime,Attacks against property
198,Europe,Spain,2016,03,Anti-Muslim hate crime,Attacks against property
199,Europe,Spain,2016,03,Anti-Muslim hate crime,Attacks against property
200,Europe,Spain,2016,03,Anti-Muslim hate crime,Attacks against property
201,Europe,Spain,2016,03,Anti-Muslim hate crime,Attacks against property
202,Europe,Spain,2016,03,Anti-Muslim hate crime,Attacks against property
203,Europe,Spain,2016,03,Anti-Muslim hate crime,Attacks against property
204,Europe,Spain,2016,03,Anti-Muslim hate crime,Attacks against property
205,Europe,Spain,2016,03,Anti-Muslim hate crime,Attacks against property
206,Europe,Spain,2016,03,Anti-Muslim hate crime,Attacks against property
207,Europe,Spain,2016,04,Anti-Muslim hate crime,Violent attacks against people
208,Europe,Spain,2016,07,Anti-Muslim hate crime,Violent attacks against people
209,Europe,Spain,2016,07,Racist and xenophobic hate crime,Attacks against property
210,Europe,Spain,2016,09,Racist and xenophobic hate crime,Violent attacks against people
211,Europe,Spain,2016,09,Anti-Muslim hate crime,Violent attacks against people
212,Europe,Italy,2016,02,Anti-Roma hate crime,Attacks against property
213,Europe,Italy,2016,02,Anti-Roma hate crime,Attacks against property
214,Europe,Italy,2016,04,Anti-Roma hate crime,Attacks against property
215,Europe,Italy,2016,04,Anti-Roma hate crime,Threats
216,Europe,Italy,2016,04,Anti-Roma hate crime,Violent attacks against people
217,Europe,Italy,2016,06,Anti-Roma hate crime,Attacks against property
218,Europe,Italy,2016,06,Anti-Roma hate crime,Attacks against property
219,Europe,Italy,2016,07,Anti-Roma hate crime,Attacks against property
220,Europe,Italy,2016,08,Anti-Roma hate crime,Attacks against property
221,Europe,Italy,2016,10,Anti-Roma hate crime,Attacks against property
222,Europe,Italy,2016,10,Anti-Roma hate crime,Attacks against property
223,Europe,Slovakia,2016,04,Anti-Muslim hate crime,Violent attacks against people
224,Europe,Slovakia,2016,,Anti-Muslim hate crime,Violent attacks against people
225,Europe,Slovakia,2016,08,Racist and xenophobic hate crime,Attacks against property
226,Europe,Russian Federation,2016,02,Racist and xenophobic hate crime,Violent attacks against people
227,Europe,Russian Federation,2016,07,Racist and xenophobic hate crime,Violent attacks against people
228,Europe,Russian Federation,2016,04,Racist and xenophobic hate crime,Violent attacks against people
229,Europe,Russian Federation,2016,06,Racist and xenophobic hate crime,Violent attacks against people
230,Europe,Russian Federation,2016,11,Racist and xenophobic hate crime,Violent attacks against people
231,Europe,Russian Federation,2016,03,Racist and xenophobic hate crime,Violent attacks against people
232,Europe,Russian Federation,2016,01,Racist and xenophobic hate crime,Violent attacks against people
232,Europe,Russian Federation,2016,01,Anti-Muslim hate crime,Violent attacks against people
233,Europe,Russian Federation,2016,04,Racist and xenophobic hate crime,Violent attacks against people
234,Europe,Russian Federation,2016,04,Racist and xenophobic hate crime,Violent attacks against people
234,Europe,Russian Federation,2016,04,Anti-LGBTI hate crime,Violent attacks against people
235,Europe,Russian Federation,2016,04,Racist and xenophobic hate crime,Violent attacks against people
236,Europe,Serbia,2016,05,Racist and xenophobic hate crime,Attacks against property
237,Europe,Serbia,2016,06,Anti-Roma hate crime,Violent attacks against people
238,Europe,Italy,2016,05,Anti-Semitic hate crime,Violent attacks against people
239,Europe,Italy,2016,02,Anti-Semitic hate crime,Attacks against property
240,Europe,Serbia,2016,07,Anti-Muslim hate crime,Attacks against property
241,Europe,Italy,2016,10,Anti-Semitic hate crime,Attacks against property
242,Europe,Serbia,2016,11,Anti-Roma hate crime,Threats
243,Europe,Italy,2016,01,Racist and xenophobic hate crime,Attacks against property
244,Europe,Serbia,2016,03,Racist and xenophobic hate crime,Threats
245,Europe,Italy,2016,01,Racist and xenophobic hate crime,Attacks against property
246,Europe,Spain,2016,09,Anti-Muslim hate crime,Attacks against property
247,Europe,Spain,2016,11,Anti-Muslim hate crime,Attacks against property
248,Europe,Italy,2016,01,Racist and xenophobic hate crime,Attacks against property
249,Europe,Italy,2016,01,Anti-Semitic hate crime,Attacks against property
250,Europe,Italy,2016,01,Anti-Semitic hate crime,Attacks against property
251,Europe,Italy,2016,01,Racist and xenophobic hate crime,Attacks against property
252,Europe,Italy,2016,10,Anti-Semitic hate crime,Attacks against property
253,Europe,Spain,2016,06,Anti-LGBTI hate crime,Violent attacks against people
254,Europe,Spain,2016,01,Anti-LGBTI hate crime,Violent attacks against people
255,Europe,Spain,2016,07,Racist and xenophobic hate crime,Violent attacks against people
256,Europe,Spain,2016,08,Anti-LGBTI hate crime,Violent attacks against people
257,Europe,Spain,2016,09,Racist and xenophobic hate crime,Threats
258,Europe,Spain,2016,03,Racist and xenophobic hate crime,Violent attacks against people
259,Europe,Spain,2016,03,Anti-Muslim hate crime,Attacks against property
260,Europe,Spain,2016,05,Disability hate crime,Attacks against property
261,Europe,Spain,2016,09,Anti-Semitic hate crime,Attacks against property
262,Europe,Spain,2016,08,Anti-LGBTI hate crime,Violent attacks against people
263,Europe,Spain,2016,05,Anti-LGBTI hate crime,Violent attacks against people
264,Europe,Spain,2016,06,Anti-LGBTI hate crime,Attacks against property
265,Europe,Spain,2016,06,Anti-LGBTI hate crime,Violent attacks against people
266,Europe,Spain,2016,06,Anti-LGBTI hate crime,Violent attacks against people
267,Europe,Spain,2016,06,Anti-LGBTI hate crime,Threats
268,Europe,Spain,2016,09,Anti-LGBTI hate crime,Violent attacks against people
269,Europe,Spain,2016,09,Anti-LGBTI hate crime,Threats
270,Europe,Spain,2016,08,Anti-LGBTI hate crime,Violent attacks against people
271,Europe,Spain,2016,04,Anti-LGBTI hate crime,Violent attacks against people
272,Europe,Spain,2016,01,Anti-LGBTI hate crime,Violent attacks against people
273,Europe,Spain,2016,02,Anti-LGBTI hate crime,Violent attacks against people
274,Europe,Spain,2016,09,Anti-LGBTI hate crime,Violent attacks against people
275,Europe,Spain,2016,09,Anti-LGBTI hate crime,Threats
276,Europe,Spain,2016,10,Anti-LGBTI hate crime,Violent attacks against people
277,Europe,Spain,2016,09,Anti-LGBTI hate crime,Threats
278,Europe,Slovenia,2016,01,Anti-Muslim hate crime,Attacks against property
279,Europe,Slovenia,2016,02,Anti-Muslim hate crime,Attacks against property
280,Europe,Georgia,2016,01,Anti-LGBTI hate crime,Threats
281,Europe,Georgia,2016,03,Anti-LGBTI hate crime,Violent attacks against people
282,Europe,Georgia,2016,05,Anti-LGBTI hate crime,Violent attacks against people
283,Europe,Georgia,2016,06,Anti-LGBTI hate crime,Violent attacks against people
284,Europe,Georgia,2016,06,Anti-LGBTI hate crime,Violent attacks against people
285,Europe,Georgia,2016,06,Anti-LGBTI hate crime,Violent attacks against people
286,Europe,Georgia,2016,06,Anti-LGBTI hate crime,Violent attacks against people
287,Europe,Georgia,2016,07,Anti-LGBTI hate crime,Violent attacks against people
288,Europe,Georgia,2016,10,Anti-LGBTI hate crime,Violent attacks against people
289,Europe,Georgia,2016,10,Anti-LGBTI hate crime,Violent attacks against people
290,Europe,Georgia,2016,11,Anti-LGBTI hate crime,Violent attacks against people
291,Europe,Georgia,2016,11,Anti-LGBTI hate crime,Violent attacks against people
292,Europe,Georgia,2016,11,Anti-LGBTI hate crime,Violent attacks against people
293,Europe,Georgia,2016,01,Anti-LGBTI hate crime,Violent attacks against people
294,Europe,Georgia,2016,07,Anti-LGBTI hate crime,Threats
295,Europe,Georgia,2016,04,Anti-LGBTI hate crime,Violent attacks against people
296,Europe,Poland,2016,01,Anti-Christian hate crime,Attacks against property
297,Europe,Poland,2016,01,Anti-Christian hate crime,Attacks against property
298,Europe,Poland,2016,02,Anti-Christian hate crime,Attacks against property
299,Europe,Poland,2016,02,Anti-Christian hate crime,Attacks against property
300,Europe,Georgia,2016,05,Anti-LGBTI hate crime,Violent attacks against people
301,Europe,Poland,2016,04,Anti-Christian hate crime,Attacks against property
302,Europe,Georgia,2016,08,Anti-LGBTI hate crime,Violent attacks against people
303,Europe,Poland,2016,05,Anti-Christian hate crime,Attacks against property
304,Europe,Poland,2016,05,Anti-Christian hate crime,Attacks against property
305,Europe,Georgia,2016,02,Anti-Muslim hate crime,Violent attacks against people
306,Europe,Poland,2016,05,Anti-Christian hate crime,Attacks against property
307,Europe,Georgia,2016,09,Racist and xenophobic hate crime,Attacks against property
307,Europe,Georgia,2016,09,Anti-Muslim hate crime,Attacks against property
308,Europe,Georgia,2016,01,Anti-Christian hate crime,Attacks against property
309,Europe,Georgia,2016,02,Anti-Christian hate crime,Attacks against property
310,Europe,Poland,2016,06,Anti-Christian hate crime,Attacks against property
311,Europe,Georgia,2016,03,Anti-Christian hate crime,Threats
312,Europe,Poland,2016,08,Anti-Christian hate crime,Attacks against property
313,Europe,Georgia,2016,03,Anti-Christian hate crime,Violent attacks against people
314,Europe,Poland,2016,09,Anti-Christian hate crime,Attacks against property
315,Europe,Poland,2016,10,Anti-Christian hate crime,Attacks against property
316,Europe,Georgia,2016,04,Anti-Christian hate crime,Violent attacks against people
317,Europe,Poland,2016,10,Anti-Christian hate crime,Attacks against property
318,Europe,Georgia,2016,05,Anti-Christian hate crime,Violent attacks against people
319,Europe,Poland,2016,11,Anti-Christian hate crime,Attacks against property
320,Europe,Georgia,2016,11,Anti-Christian hate crime,Attacks against property
321,Europe,Poland,2016,12,Anti-Christian hate crime,Attacks against property
322,Europe,Poland,2016,12,Anti-Christian hate crime,Attacks against property
323,Europe,Poland,2016,12,Anti-Christian hate crime,Attacks against property
324,Europe,Georgia,2016,04,Anti-LGBTI hate crime,Violent attacks against people
325,Europe,Georgia,2016,02,Anti-Christian hate crime,Violent attacks against people
326,Europe,Georgia,2016,03,Anti-Christian hate crime,Violent attacks against people
327,Europe,Georgia,2016,04,Anti-Christian hate crime,Violent attacks against people
328,Europe,Georgia,2016,04,Anti-Christian hate crime,Violent attacks against people
329,Europe,Georgia,2016,07,Anti-Christian hate crime,Violent attacks against people
330,Europe,Georgia,2016,10,Anti-Christian hate crime,Violent attacks against people
331,Europe,Georgia,2016,10,Anti-LGBTI hate crime,Violent attacks against people
332,Europe,Georgia,2016,11,Anti-Christian hate crime,Threats
333,Europe,Georgia,2016,11,Anti-Christian hate crime,Violent attacks against people
334,Europe,Georgia,2016,12,Anti-Christian hate crime,Violent attacks against people
335,Europe,Georgia,2016,12,Anti-Christian hate crime,Attacks against property
336,Europe,Croatia,2016,05,Racist and xenophobic hate crime,Attacks against property
337,Europe,Croatia,2016,01,Racist and xenophobic hate crime,Attacks against property
338,Europe,Croatia,2016,02,Racist and xenophobic hate crime,Threats
339,Europe,Croatia,2016,02,Racist and xenophobic hate crime,Threats
340,Europe,Croatia,2016,03,Anti-Roma hate crime,Violent attacks against people
341,Europe,Croatia,2016,03,Racist and xenophobic hate crime,Attacks against property
342,Europe,Croatia,2016,04,Racist and xenophobic hate crime,Attacks against property
343,Europe,Croatia,2016,05,Anti-Christian hate crime,Attacks against property
344,Europe,Croatia,2016,06,Racist and xenophobic hate crime,Threats
345,Europe,Croatia,2016,07,Racist and xenophobic hate crime,Violent attacks against people
346,Europe,Croatia,2016,07,Racist and xenophobic hate crime,Attacks against property
346,Europe,Croatia,2016,07,Anti-Christian hate crime,Attacks against property
347,Europe,Croatia,2016,07,Anti-Christian hate crime,Attacks against property
348,Europe,Croatia,2016,08,Racist and xenophobic hate crime,Violent attacks against people
349,Europe,Croatia,2016,09,Racist and xenophobic hate crime,Violent attacks against people
350,Europe,Croatia,2016,11,Racist and xenophobic hate crime,Violent attacks against people
351,Europe,Croatia,2016,09,Racist and xenophobic hate crime,Attacks against property
352,Europe,Croatia,2016,12,Racist and xenophobic hate crime,Violent attacks against people
353,Europe,North Macedonia,2016,01,Racist and xenophobic hate crime,Violent attacks against people
354,Europe,North Macedonia,2016,01,Racist and xenophobic hate crime,Violent attacks against people
355,Europe,North Macedonia,2016,01,Racist and xenophobic hate crime,Violent attacks against people
356,Europe,North Macedonia,2016,01,Racist and xenophobic hate crime,Violent attacks against people
357,Europe,North Macedonia,2016,01,Anti-Christian hate crime,Attacks against property
358,Europe,North Macedonia,2016,01,Racist and xenophobic hate crime,Violent attacks against people
359,Europe,North Macedonia,2016,01,Anti-Christian hate crime,Attacks against property
360,Europe,North Macedonia,2016,01,Racist and xenophobic hate crime,Violent attacks against people
361,Europe,North Macedonia,2016,02,Racist and xenophobic hate crime,Violent attacks against people
362,Europe,North Macedonia,2016,02,Racist and xenophobic hate crime,Violent attacks against people
363,Europe,North Macedonia,2016,02,Racist and xenophobic hate crime,Violent attacks against people
364,Europe,North Macedonia,2016,03,Racist and xenophobic hate crime,Violent attacks against people
365,Europe,North Macedonia,2016,03,Racist and xenophobic hate crime,Attacks against property
366,Europe,North Macedonia,2016,04,Racist and xenophobic hate crime,Violent attacks against people
367,Europe,North Macedonia,2016,08,Racist and xenophobic hate crime,Violent attacks against people
368,Europe,North Macedonia,2016,11,Racist and xenophobic hate crime,Attacks against property
369,Europe,North Macedonia,2016,11,Racist and xenophobic hate crime,Violent attacks against people
370,Europe,North Macedonia,2016,11,Racist and xenophobic hate crime,Attacks against property
371,Europe,Poland,2016,02,Anti-LGBTI hate crime,Threats
